IDDOC,LINENO,SP5179,SP8035,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916
"2XDCH1",57,"5X1","11D1",24602,1671,6684.0,0.0,0.0,0.01,6684.01,24432,1501
"2XDCH1",58,"701","1771",17602,2027,7702.6,0.0,0.0,0.01,7702.61,17778,2271
"2XDCH1",59,"6Z1","1781",19412,2107,8006.6,0.0,0.0,0.01,8006.61,19592,2303
"2XDCH1",60,"7F1","16W1",6524,2805,9172.35,0.0,0.0,0.01,9172.36,6524,2805
"2XDCH1",61,"7K1","1E81",0,2260,7525.8,36.36,0.0,1.0,7563.16,17206,2305
"2XDCH1",62,"7V1","1H41",0,2461,7678.32,32.62,0.0,0.01,7710.95,7564,2218
"2XDCH1",63,"4P","1071",0,1616,5381.28,0.0,0.0,0.01,5381.29,4169,2773
"2XDCH1",64,"4Q","1081",0,1276,4249.08,0.0,0.0,0.01,4249.09,4169,1056
"2XDCH1",65,"4O","1021",0,1419,4725.27,0.0,0.0,0.01,4725.28,29174,1672
"2XDCH1",66,"59","1061",0,2179,6798.48,0.0,0.0,0.01,6798.49,17744,2102
"2XDCH1",67,"54","ZQ1",132540,1819,5202.34,163.23,0.0,0.01,5365.58,132540,1716
"2XDCH1",68,"731","17D1",17947,1841,6995.8,0.0,0.0,0.01,6995.81,17947,1841
"2XDCH1",69,"751","18E1",19042,2293,7383.46,0.0,0.0,0.01,7383.47,19042,2281
"2XKML1",1,"14","Y61",46511,1319,5975.07,0.0,0.0,0.01,5975.08,46511,1319
"2XKML1",2,"2C","YG1",0,1180,4956.0,0.0,1500.0,0.01,6456.01,78484,764
"2XKML1",3,"X","Y41",91732,989,4153.8,0.0,0.0,0.01,4153.81,91732,989
"2XKML1",4,"49","Z91",20838,1555,5122.0,0.0,0.0,0.01,5122.01,20838,1555
"2XKML1",5,"Q","YE1",0,2455,8076.95,0.0,0.0,0.01,8076.96,327953,1697
"2XKML1",6,"3I","YE1",60948,1364,4487.56,0.0,0.0,0.01,4487.57,60948,1364
"2XKML1",7,"2E","12W1",190418,1973,6412.25,0.0,0.0,0.01,6412.26,21801,1894
"2XKML1",8,"7R1","1EJ1",13918,2092,8736.19,0.0,0.0,0.01,8736.2,12874,2064
"2XKML1",42,"4Z","1111",0,3500,13125.0,0.0,0.0,0.01,13125.01,126759,3804
"2XKML1",44,"5M","1151",0,2154,8232.59,0.0,0.0,0.01,8232.6,85405,2154
"2XKML1",27,"4E","10O1",51365,1397,5448.3,0.0,0.0,0.01,5448.31,51365,1397
"2XKML1",9,"Z","XY1",60558,1064,3213.28,202.54,1500.0,0.01,4915.83,96125,1073
"2XKML1",13,"5V1","1031",17848,2048,6819.84,73.73,0.0,0.01,6893.58,26994,1891
"2XKML1",12,"6L1","ZF1",0,2057,6788.1,0.0,0.0,0.01,6788.11,94940,2045
"2XKML1",16,"1Z","1091",122275,1652,6442.8,0.0,0.0,0.01,6442.81,122430,1807
"2XKML1",26,"41","10N1",120592,1858,7246.2,0.0,0.0,0.01,7246.21,120592,1858
"2XKML1",19,"43","10E1",9477,1392,4454.4,0.0,0.0,0.01,4454.41,4570,1632
"2XKML1",21,"831","1H51",5787,38,126.39,0.0,0.0,0.01,126.4,5787,38
"2XKML1",18,"22","10B1",0,1500,4995.0,0.0,0.0,0.01,4995.01,82782,1577
"2XKML1",33,"721","13E1",27520,1010,3434.0,0.0,0.0,0.01,3434.01,27520,1010
"2XKML1",11,"8D1","1KX1",0,1750,5600.0,0.0,0.0,0.01,5600.01,2080,2080
"2XKML1",14,"611","1051",25571,1731,5764.23,32.88,0.0,0.01,5797.12,25257,1620
"2XKML1",31,"661","10K1",46895,3140,7770.0,0.0,1000.0,0.01,8770.01,46895,3140
"2XKML1",25,"3L","10M1",36956,2108,8221.0,0.0,0.0,0.01,8221.01,36956,2108
"2XKML1",17,"2B","10A1",73559,1548,6966.0,0.0,0.0,0.01,6966.01,73559,1548
"2XKML1",22,"11","10H1",23200,1800,6048.0,0.0,0.0,0.01,6048.01,23540,2010
"2XKML1",20,"3B","10F1",46288,1404,5896.8,0.0,0.0,0.01,5896.81,46288,1404
"2XKML1",32,"6R1","13F1",24453,2044,6798.96,0.0,0.0,0.01,6798.97,24772,2231
"2XKML1",29,"30","10I1",101604,1541,4962.02,0.0,0.0,0.01,4962.03,100904,1497
"2XKML1",37,"671","1191",76031,3067,12500.0,0.0,0.0,0.01,12500.01,36794,3294
"2XKML1",43,"5H","1121",7210,1479,5649.78,0.0,122.35,0.01,5772.14,7472,1632
"2XKML1",15,"1Y","1001",86401,954,3882.78,0.0,0.0,0.01,3882.79,86401,954
"2XKML1",41,"681","1171",0,2429,8853.71,0.0,500.0,0.01,9353.72,0,2429
"2XKML1",10,"6F1","YU1",25677,2177,6574.54,1202.5,2000.0,0.01,9777.05,24634,2060
"2XKML1",28,"7W1","1G01",0,3231,10080.72,70.35,6244.84,0.01,16395.92,14098,2880
"2XKML1",34,"4B","10P1",0,2550,8491.5,0.0,0.0,0.01,8491.51,63592,2634
"2XKML1",24,"3H","10L1",208209,1696,6614.4,0.0,0.0,0.01,6614.41,208209,1696
"2XKML1",30,"6X1","18C1",20148,2772,9230.76,0.0,0.0,0.01,9230.77,19876,2664
"2XKML1",39,"5J","1131",55275,2842,9861.74,0.0,0.0,0.01,9861.75,55173,2753
"2XKML1",38,"5K","1141",45621,2059,7865.38,0.0,0.0,0.01,7865.39,43681,2040
"2XKML1",23,"7A1","1GQ1",0,2296,7048.72,0.0,0.0,0.01,7048.73,9992,2428
"2XKML1",35,"4R","ZN1",0,2081,6222.19,395.39,746.66,0.01,7364.25,46736,2102
"2XKML1",40,"5Y1","1161",0,2411,6680.88,0.0,0.0,0.01,6680.89,25926,1466
"2XKML1",36,"5A","10J1",0,1775,5910.75,0.0,0.0,0.01,5910.76,27849,1814
"2XRNM1",1,"891","1L41",0,730,2350.6,0.0,0.0,0.01,2350.61,696,696
"2XRNM1",2,"6C1","10W1",42511,4316,12430.08,0.0,0.0,0.01,12430.09,42511,4316
"2XRNM1",3,"831","1H51",8354,2605,8664.23,0.0,0.0,0.01,8664.24,8354,2605
"2XRNM1",4,"5I","19L1",17628,2154,8228.28,0.0,0.0,0.01,8228.29,17628,2154
"2XRNM1",5,"781","18G1",18971,2413,7311.39,0.0,0.0,0.01,7311.4,18818,2245
"2XRNM1",6,"881","1K91",26802,2022,6915.24,99.18,0.0,0.01,7014.43,26802,2022
"2XRNM1",7,"801","1J31",0,2460,10000.0,0.0,0.0,0.01,10000.01,115623,0
"2XRNM1",8,"8C1","1KZ1",0,1087,3913.2,0.0,0.0,0.01,3913.21,1849,0
"2XRNM1",9,"8F1","1L61",1656,1656,4156.56,75.0,753.0,0.01,4984.57,1923,0
"2XRNM1",10,"5Z1","11E1",0,2262,7283.64,0.0,0.0,0.01,7283.65,292530,2261
"2XRNM1",11,"691","ZC1",0,2316,6554.28,0.0,0.0,0.01,6554.29,31620,2105
"2XRNM1",14,"6Q1","11J1",0,2022,6531.06,0.0,0.0,0.01,6531.07,0,2477
"2XRNM1",12,"L","XW1",0,1182,3546.0,0.0,0.0,0.01,3546.01,47617,1182
"2XRNM1",13,"3X","1011",0,2040,6426.0,0.0,0.0,0.01,6426.01,57142,2110
"2Z9Q91",1,"1U","Z81",47600,1500,7500.0,0.0,0.0,0.01,7500.01,48089,1989
"2Z9Q91",2,"1T","YV1",32000,2400,12000.0,0.0,0.0,0.01,12000.01,33003,3403
"2Z9Q91",3,"55","1041",29932,1589,3785.47,0.0,0.0,0.01,3785.48,29932,1589
"2Z9Q91",4,"15","XX1",0,1620,5184.0,0.0,1000.0,0.01,6184.01,60043,1359
"2Z9Q91",5,"32","YO1",178164,2865,14267.7,0.0,0.0,0.01,14267.71,12004,2117
"2Z9Q91",6,"T","Y21",97821,1484,6603.8,0.0,0.0,0.01,6603.81,97419,0
"2Z9Q91",7,"J","Y51",0,1182,2458.56,0.0,0.0,0.01,2458.57,135972,1168
"2Z9Q91",8,"8","XV1",0,0,0.0,0.0,0.0,0.01,0.01,1,0
"2Z9Q91",9,"7","XV1",71760,2432,5058.56,0.0,0.0,0.01,5058.57,71760,2432
"2Z9Q91",10,"E","YS1",0,1158,2408.64,0.0,0.0,0.01,2408.65,41579,1157
"2Z9Q91",11,"44","Y81",0,2432,8400.0,0.0,1000.0,0.01,9400.01,59858,1817
"2Z9Q91",12,"F","YH1",17957,1532,7124.0,0.0,0.0,0.01,7124.01,18585,1451
"2Z9Q91",13,"29","YK1",47847,1993,9267.0,0.0,0.0,0.01,9267.01,45981,1719
"2Z9Q91",14,"O","YL1",6572,1248,5803.0,0.0,0.0,0.01,5803.01,65524,879
"2Z9Q91",15,"N","YA1",70687,1466,5629.44,563.0,0.0,0.01,6192.45,70687,1466
"2Z9Q91",16,"1E","Z21",88927,1469,3055.52,556.13,1469.0,0.01,5080.66,88393,1469
"2Z9Q91",17,"6","1A91",14783,1749,9619.5,0.0,1369.5,0.01,10989.01,13327,1593
"2Z9Q91",18,"6I1","ZD1",0,1956,8410.8,0.0,0.0,0.01,8410.81,31242,1928
"2Z9Q91",19,"1L","YF1",11998,1165,4566.8,0.0,1000.0,0.01,5566.81,11998,0
"2ZAWE1",1,"G","YB1",0,1771,5100.0,0.0,600.0,0.01,5700.01,0,0
"2Z9Q91",20,"13","1G51",1856,1813,8884.0,0.0,1000.0,0.01,9884.01,8980,1488
"2Z9Q91",21,"1D","10T1",0,1284,5902.0,0.0,0.0,0.01,5902.01,84703,847
"2Z9Q91",22,"6W1","12K1",13575,1630,3390.4,0.0,0.0,0.01,3390.41,13575,1630
"2Z9Q91",23,"4C","10Z1",0,3234,10413.48,0.0,0.0,0.01,10413.49,904374,3107
"2Z9Q91",24,"6D1","ZK1",23475,1799,6368.0,0.0,0.0,0.01,6368.01,23475,1799
"2Z9Q91",25,"4L","10D1",0,1700,4049.98,0.0,0.0,0.01,4049.99,8166,1667
"2Z9Q91",26,"841","1IK1",0,2297,5472.23,0.0,0.0,0.01,5472.24,9449,2290
"2Z9Q91",27,"631","1181",32939,1974,8883.0,0.0,0.0,0.01,8883.01,33106,2141
"2ZCMM1",1,"691","ZC1",0,2138,7884.0,0.0,0.0,0.01,7884.01,33564,1944
"2ZCMM1",2,"L","XW1",0,0,0.0,0.0,0.0,0.01,0.01,48572,0
"2ZCMM1",3,"3X","1011",0,2080,8174.4,0.0,0.0,0.01,8174.41,59487,2345
"2ZCMM1",4,"6Q1","11J1",0,2166,6805.0,0.0,0.0,0.01,6805.01,0,1815
"2ZCMM1",5,"5U1","11C1",34100,2176,8277.5,165.55,0.0,0.01,8443.06,34100,2176
"2ZCMM1",6,"X","Y41",92647,915,3660.0,0.0,0.0,0.01,3660.01,92647,915
"2ZCMM1",7,"2C","YG1",0,1165,4430.0,0.0,1500.0,0.01,5930.01,79668,1184
"2ZCMM1",8,"14","Y61",47916,1405,5970.0,0.0,0.0,0.01,5970.01,47916,1405
"2ZCMM1",9,"U","Y71",0,2483,12117.04,0.0,0.0,0.01,12117.05,62330,1741
"2ZCMM1",10,"1P","YX1",82038,1256,5614.0,0.0,1000.0,0.01,6614.01,82038,1256
"2ZCMM1",11,"4M","YR1",0,1434,2978.7,0.0,0.0,0.01,2978.71,80905,1436
"2ZCMM1",12,"1F","Z61",116194,1194,2722.0,0.0,0.0,0.01,2722.01,116194,1194
"2ZCMM1",13,"49","Z91",22565,1727,3716.0,0.0,0.0,0.01,3716.01,22565,1727
"2ZCMM1",14,"2G","ZA1",70893,1222,5034.64,0.0,396.2,0.01,5430.85,4942,1146
"2ZCMM1",15,"2","YM1",40865,2406,5004.0,0.0,1500.0,0.01,6504.01,40865,2406
"2ZCMM1",16,"B","Z41",89920,840,1806.0,0.0,0.0,0.01,1806.01,89920,840
"2ZCMM1",17,"G","YB1",89650,2112,8449.0,0.0,600.0,0.01,9049.01,27083,2044
"2ZCMM1",18,"S","Y01",34228,1250,5000.0,0.0,500.0,0.01,5500.01,75167,1243
"2ZCMM1",19,"Z","XY1",61645,1087,4413.24,251.72,1517.21,0.01,6182.18,97170,1045
"2ZCMM1",20,"6F1","YU1",27940,2263,9187.0,689.0,3773.0,1.0,13650.0,26799,2165
"2ZCMM1",21,"W","YC1",122140,1816,7718.0,0.0,0.0,0.01,7718.01,43852,1725
"2ZCMM1",22,"6P1","12F1",19389,1538,5844.0,0.0,0.0,0.01,5844.01,19389,1538
"2ZCMM1",23,"6U1","12E1",75596,1892,7190.0,0.0,0.0,0.01,7190.01,75596,1892
"2ZCMM1",24,"1G","Y31",48970,928,3731.0,0.0,0.0,0.01,3731.01,48970,928
"2ZCQY1",1,"H","YP1",0,1054,2192.32,0.0,0.0,0.01,2192.33,22401,1053
"2ZCQY1",2,"1N","YQ1",51311,2396,10423.0,0.0,0.0,0.01,10423.01,51344,1829
"2ZCQY1",3,"2O","YY1",2750,2222,8888.0,0.0,500.0,0.01,9388.01,2750,2222
"2ZCQY1",4,"3D","YI1",70387,2851,12402.0,0.0,0.0,0.01,12402.01,70987,3451
"2ZCQY1",5,"39","ZH1",50999,1763,8815.0,0.0,0.0,0.01,8815.01,50999,1763
"2ZCQY1",6,"Y","Z11",0,1831,6042.0,0.0,2000.0,0.01,8042.01,61869,1712
"2ZCQY1",7,"10","YZ1",24679,2699,10634.0,0.0,1000.0,0.01,11634.01,24679,2699
"2ZCQY1",8,"2J","YD1",61643,1781,7658.0,0.0,0.0,0.01,7658.01,61643,1590
"2ZCQY1",9,"2K","Z31",67127,1427,5351.0,0.0,0.0,0.01,5351.01,67127,1274
"2ZCQY1",10,"9","YN1",62963,783,3124.0,0.0,100.0,0.01,3224.01,62381,496
"2ZCQY1",11,"6M1","ZE1",39208,2062,10042.0,0.0,0.0,0.01,10042.01,39208,2062
"2ZCQY1",12,"4V","ZB1",47595,2004,4408.0,0.0,2300.0,0.01,6708.01,47595,2004
"2ZCQY1",20,"23","ZT1",75723,1543,5863.0,0.0,0.0,0.01,5863.01,75685,1362
"2ZCQY1",18,"1V","Y91",102671,1164,4426.0,0.0,0.0,0.01,4426.01,60220,896
"2ZCQY1",22,"19","10U1",85070,1653,6447.0,0.0,0.0,0.01,6447.01,7548,1621
"2ZCQY1",23,"18","10V1",88997,2669,10142.0,0.0,0.0,0.01,10142.01,89422,2760
"2ZCQY1",24,"3E","10X1",11517,2191,8326.0,0.0,0.0,0.01,8326.01,11645,2080
"2ZCQY1",25,"2I","10Y1",26295,1080,4104.0,0.0,0.0,0.01,4104.01,26451,1102
"2ZCQY1",26,"6K1","10R1",38713,3221,10372.0,0.0,0.0,0.01,10372.01,38713,3221
"2ZCQY1",19,"24","ZS1",78187,1904,7235.0,0.0,0.0,0.01,7235.01,8017,1754
"2ZCQY1",31,"3Y","ZX1",85179,2219,5725.0,155.0,300.0,0.01,6180.01,61631,2151
"2ZCQY1",21,"1C","10S1",63466,1895,7201.0,0.0,0.0,0.01,7201.01,63578,1728
"2ZCQY1",17,"891","1L41",0,3237,6724.0,0.0,0.0,0.01,6724.01,0,3254
"2ZCQY1",34,"811","1KA1",0,2283,8972.19,0.0,0.0,0.01,8972.2,10178,2438
"2ZCQY1",16,"3F","1H01",10169,1909,8304.0,0.0,0.0,0.01,8304.01,10169,1909
"2ZCQY1",32,"4T","ZY1",43321,1782,7235.0,32.0,0.0,0.01,7267.01,43333,1649
"2ZCQY1",30,"2Z","ZR1",44594,1249,3223.0,0.0,300.0,0.01,3523.01,41421,1190
"2ZCQY1",35,"8J1","1M41",154877,1431,2973.0,0.0,0.0,0.01,2973.01,154877,1431
"2ZCQY1",33,"8A1","1JE1",4853,1283,4968.73,0.0,0.0,0.01,4968.74,4853,1189
"2ZCQY1",15,"7S1","1FG1",13075,2573,9674.0,0.0,0.0,0.01,9674.01,13070,2425
"2ZCQY1",28,"5L","ZZ1",37809,1487,5948.0,0.0,0.0,0.01,5948.01,37809,1487
"2ZCQY1",27,"6C1","10W1",45882,3371,13248.0,0.0,0.0,0.01,13248.01,45882,3371
"2ZCQY1",29,"8G1","1IR1",0,1813,3809.0,0.0,0.0,0.01,3809.01,45554,1646
"2ZCQY1",13,"I","YT1",15026,1986,7646.1,0.0,0.0,0.01,7646.11,15027,2083
"2ZCQY1",14,"2E","12W1",192120,1702,7353.0,0.0,0.0,0.01,7353.01,23635,1834
"2ZCQY1",37,"5G","1101",23906,1053,2187.0,0.0,0.0,0.01,2187.01,23906,1048
"2ZCQY1",38,"54","ZQ1",134941,2401,4987.36,105.94,0.0,0.01,5093.31,134914,2374
"2ZCQY1",36,"8I1","1M51",243424,2424,5035.13,0.0,0.0,0.01,5035.14,2560,2121
"2ZCQY1",39,"46","ZL1",41152,3074,11589.0,0.0,2150.0,0.01,13739.01,29422,3103
"2ZCQY1",40,"48","ZM1",0,2396,7212.0,0.0,0.0,0.01,7212.01,34175,2400
"2ZCQY1",41,"3C","ZJ1",69036,1801,7168.0,0.0,0.0,0.01,7168.01,57265,1628
"2ZCQY1",42,"38","ZG1",36464,935,4207.0,0.0,0.0,0.01,4207.01,36464,935
"2ZCQY1",43,"40","ZI1",50745,1353,6088.0,0.0,0.0,0.01,6088.01,50745,1353
"2ZCQY1",44,"821","1GZ1",11053,2403,9444.0,0.0,0.0,0.01,9444.01,11053,2403
"2ZCQY1",45,"651","11G1",71871,1583,5952.0,0.0,0.0,0.01,5952.01,71871,1583
"2ZCQY1",46,"641","11F1",25365,2594,13229.4,0.0,0.0,0.01,13229.41,25337,2858
"2ZCQY1",47,"5O","11A1",39414,2000,7500.0,0.0,0.0,0.01,7500.01,39390,2261
"2ZCQY1",48,"5Z1","11E1",0,2331,4849.0,0.0,0.0,0.01,4849.01,294890,2360
"2ZCQY1",49,"6O1","11I1",0,2594,10324.12,695.5,924.7,0.01,11944.33,102589,2764
"2ZCQY1",50,"6N1","11H1",4296,2093,6027.84,0.0,0.0,0.01,6027.85,4296,2093
"2ZCQY1",51,"731","17D1",19817,1870,7106.0,0.0,0.0,0.01,7106.01,19817,1870
"2ZGOC1",1,"751","18E1",21249,2207,4591.0,0.0,0.0,0.01,4591.01,21249,2207
"2ZGOC1",2,"7B1","1E61",23252,1701,6600.0,0.0,300.0,0.01,6900.01,23252,1701
"2ZGOC1",3,"851","1J01",6129,2529,5253.24,0.0,0.0,0.01,5253.25,6129,2529
"2ZGOC1",4,"5X1","11D1",26178,1576,6304.0,0.0,0.0,0.01,6304.01,26172,1740
"2ZGOC1",5,"8D1","1KX1",0,1246,2588.0,0.0,0.0,0.01,2588.01,4438,2358
"2ZGOC1",6,"701","1771",19811,2209,8394.0,0.0,0.0,0.01,8394.01,19917,2139
"2ZGOC1",7,"6Z1","1781",21776,2364,8983.0,0.0,0.0,0.01,8983.01,21906,2314
"2ZGOC1",8,"7F1","16W1",9226,2702,11538.0,0.0,0.0,0.01,11538.01,9226,2702
"2ZGOC1",9,"6L1","ZF1",0,1957,4211.0,0.0,0.0,0.01,4211.01,96888,1948
"2ZGOC1",10,"5V1","1031",19131,1283,3057.0,0.0,0.0,0.01,3057.01,29171,2177
"2ZGOC1",11,"611","1051",25571,1586,5275.0,31.2,0.0,0.01,5306.21,26855,1598
"2ZGOC1",12,"7K1","1E81",0,2243,7693.49,45.29,0.0,0.01,7738.79,19312,2106
"2ZGOC1",13,"7W1","1G01",0,4632,18682.0,62.07,0.0,0.01,18744.08,16739,2641
"2ZGOC1",14,"7V1","1H41",0,2221,8958.69,33.52,0.0,0.01,8992.22,9940,2376
"2ZGOC1",15,"4P","1071",0,1962,4675.0,0.0,0.0,0.01,4675.01,5691,1522
"2ZGOC1",16,"4Q","1081",0,1722,4102.0,0.0,0.0,0.01,4102.01,5993,1824
"2ZGOC1",17,"4O","1021",0,1256,2992.0,0.0,0.0,0.01,2992.01,31489,2315
"2ZGOC1",18,"59","1061",4441,2267,9141.0,0.0,0.0,0.01,9141.01,19663,1919
"2ZGOC1",19,"1Y","1001",87338,937,3814.0,0.0,0.0,0.01,3814.01,87338,937
"2ZGOC1",20,"1Z","1091",124140,1687,4015.0,0.0,0.0,0.01,4015.01,124171,1741
"2ZGOC1",21,"2B","10A1",74978,1419,6386.0,0.0,0.0,0.01,6386.01,74978,1419
"2ZGOC1",22,"22","10B1",0,1645,3918.0,0.0,0.0,0.01,3918.01,74978,1532
"2ZGOC1",23,"43","10E1",10904,1429,3415.31,0.0,0.0,0.01,3415.32,5892,1322
"2ZGOC1",24,"3B","10F1",47513,1225,5145.0,0.0,0.0,0.01,5145.01,47513,1225
"2ZGOC1",25,"11","10H1",25200,2200,7392.0,0.0,0.0,0.01,7392.01,25447,1907
"2ZGOC1",26,"7A1","1GQ1",0,2310,9165.0,0.0,0.0,0.01,9165.01,12155,2163
"2ZGOC1",27,"831","1H51",10615,2261,5378.92,0.0,0.0,0.01,5378.93,10615,2261
"2ZCQY1",52,"8O1","1M61",0,234,556.92,0.0,0.0,0.01,556.93,0,0
"2ZGOC1",28,"7R1","1EJ1",15935,2017,8277.77,0.0,0.0,0.01,8277.78,15159,2285
"2ZGOC1",41,"5Y1","1161",0,2669,4307.77,0.0,0.0,0.01,4307.78,27217,1291
"2ZGOC1",44,"5H","1121",8986,1776,6784.32,122.35,0.0,0.01,6906.68,9064,1592
"2ZGOC1",31,"41","10N1",122727,2135,8327.0,0.0,0.0,0.01,8327.01,122727,2135
"2ZGOC1",42,"681","1171",0,2156,5747.7,0.0,0.0,0.01,5747.71,2423,0
"2ZGOC1",33,"661","10K1",49835,2940,10878.0,0.0,1000.0,0.01,11878.01,49835,2940
"2ZGOC1",36,"4B","10P1",0,2600,6188.0,0.0,0.0,0.01,6188.01,66142,2550
"2ZGOC1",39,"5K","1141",47588,1971,7726.32,0.0,0.0,0.01,7726.33,45693,2012
"2ZGOC1",29,"3H","10L1",210720,1511,5893.0,0.0,0.0,0.01,5893.01,210720,1511
"2ZGOC1",40,"5J","1131",57841,2566,11495.68,0.0,0.0,0.01,11495.69,57776,2603
"2ZGOC1",34,"4R","ZN1",0,2080,8382.4,251.47,395.2,0.01,9029.08,48731,1995
"2ZGOC1",32,"6X1","18C1",22345,2197,7316.0,0.0,0.0,0.01,7316.01,22345,2469
"2ZGOC1",37,"5A","10J1",0,1650,3930.85,0.0,0.0,0.01,3930.86,29449,1600
"2ZGOC1",35,"6R1","13F1",26782,2329,5549.0,0.0,0.0,0.01,5549.01,26876,2104
"2ZGOC1",38,"671","1191",79527,3496,17480.0,0.0,0.0,0.01,17480.01,40201,3407
"2ZGOC1",30,"3L","10M1",39407,2451,9559.0,0.0,0.0,0.01,9559.01,39407,2451
"2ZGOC1",43,"4Z","1111",0,3418,9091.88,0.0,0.0,0.01,9091.89,130569,3810
"2ZCQY1",53,"8B1","1M71",3748,3741,16835.0,0.0,0.0,0.01,16835.01,0,0
"2ZGOC1",45,"5M","1151",0,1867,4977.42,0.0,0.0,0.01,4977.43,87351,1946
"2ZGOC1",47,"6G1","18I1",0,2405,10630.0,0.0,0.0,0.01,10630.01,18732,4579
"2ZGOC1",46,"5I","19L1",19917,2289,9911.0,0.0,0.0,0.01,9911.01,19917,2289
"2ZGOC1",49,"881","1K91",28469,1667,6617.99,306.0,0.0,0.01,6924.0,28469,1667
"2ZGOC1",48,"781","18G1",21161,2190,8644.0,0.0,0.0,0.01,8644.01,21118,2300
"2ZGOC1",52,"8C1","1KZ1",3035,1948,7013.0,0.0,0.0,0.01,7013.01,3762,1913
"2ZGOC1",53,"30","10I1",102732,1128,3824.0,0.0,0.0,0.01,3824.01,102298,1394
"2ZGOC1",54,"8F1","1L61",3426,1770,6637.59,56.41,0.0,0.01,6694.01,0,0
"2ZGOC1",55,"2Y","YJ1",43595,2281,12545.5,0.0,100.0,0.01,12645.51,43595,2281
"2ZGOC1",50,"801","1J31",0,2590,12950.0,0.0,0.0,0.01,12950.01,0,0
"2ZGOC1",51,"7U1","1KK1",5716,2300,9269.0,0.0,0.0,0.01,9269.01,5716,2300
"2ZCQY1",54,"Q","YE1",329720,1772,3809.8,0.0,0.0,1.0,3810.8,329720,1767
"2ZHFE1",1,"2Y","YJ1",37460,1396,7678.0,100.0,4535.98,0.01,12313.99,0,0
"2ZCQY1",55,"3I","YE1",0,1062,2283.3,0.0,0.0,0.01,2283.31,62010,1062
"2ZLV21",1,"1T","YV1",0,1700,8500.0,0.0,0.0,0.01,8500.01,0,0
"2ZLV21",2,"1U","Z81",0,1400,7000.0,0.0,0.0,0.01,7000.01,0,0
"2ZAWE1",3,"1U","Z81",0,2800,14000.0,0.0,0.0,0.01,14000.01,0,0
"2ZAWE1",2,"1T","YV1",0,3200,16000.0,0.0,0.0,0.01,16000.01,0,0
"2Z9Q91",28,"51","10Q1",0,2395,7975.35,292.0,0.0,0.01,8267.36,121071,0
"2Z9Q91",29,"V","10C1",38600,780,1856.4,0.0,0.0,0.01,1856.41,75089,1107
"2ZNB41",1,"881","1K91",0,0,0.0,149.0,0.0,0.0,149.0,0,0
"2Z9Q91",30,"6T1","11L1",14606,1230,6150.0,0.0,0.0,0.01,6150.01,0,0
"2ZOOB1",1,"1L","YF1",0,1002,3373.0,0.0,1000.0,0.01,4373.01,0,0
"2ZOOB1",2,"1D","10T1",0,864,3420.7,0.0,0.0,0.01,3420.71,0,0
"2ZOOB1",3,"6N1","11H1",0,1843,4497.0,0.0,0.0,0.01,4497.01,0,0
"2ZOOB1",4,"6T1","11L1",0,1764,8820.0,0.0,0.0,0.01,8820.01,0,0
"2ZOOB1",5,"V","10C1",0,480,1309.0,0.0,0.0,0.01,1309.01,0,0
"2ZOOB1",6,"7B1","1E61",0,502,1295.0,0.0,5300.0,0.01,6595.01,0,0
"2ZOOB1",7,"6B1","1BS1",0,1228,2959.48,47.51,0.0,0.01,3007.0,0,0
"2ZOOB1",8,"Q","YE1",0,1813,5229.0,0.0,0.0,0.01,5229.01,0,0
"2ZOOB1",9,"30","10I1",0,1170,3849.0,0.0,0.0,0.01,3849.01,0,0
"2ZOOB1",10,"7L1","1H11",0,2409,7842.0,0.0,0.0,0.01,7842.01,0,0
"2ZOOB1",11,"7A1","1GQ1",0,1200,3040.0,0.0,0.0,0.01,3040.01,0,0
"2ZOOB1",12,"4N","ZV1",0,15161,66863.83,0.0,0.0,0.01,66863.84,0,0
"2ZQ7M1",1,"8N1","1MD1",498,487,2214.0,0.0,0.0,0.01,2214.01,0,0
"2ZUG71",1,"H","YP1",0,1133,2748.0,0.0,0.0,0.01,2748.01,0,0
"2ZUG71",2,"3Z","ZW1",0,1301,4907.0,0.0,177.47,0.01,5084.48,0,0
"2ZUG71",3,"6H1","14A1",0,7663,25288.0,61.39,0.0,0.01,25349.4,0,0
"2ZUG71",4,"N","YA1",0,1128,4258.56,2522.31,0.0,0.01,6780.88,0,0
"2ZUG71",5,"6G1","18I1",0,5616,19384.0,0.0,0.0,0.01,19384.01,0,0
"2ZUG71",6,"44","Y81",0,4063,16839.66,0.0,3795.0,0.01,20634.67,0,0
"2ZNB41",2,"U","Y71",0,0,0.0,221.93,0.0,0.0,221.93,0,0
"2ZNB41",3,"2E","12W1",0,1461,4771.0,0.0,0.0,0.01,4771.01,0,0
"2ZNB41",4,"6K1","10R1",0,3048,9815.0,0.0,0.0,0.01,9815.01,0,0
"2ZNB41",5,"851","1J01",0,1440,4212.0,0.0,0.0,0.01,4212.01,0,0
"2ZNB41",6,"6C1","10W1",0,2613,10370.78,0.0,0.0,0.01,10370.79,0,0
"2ZNB41",7,"4T","ZY1",0,438,1402.18,0.0,2500.0,0.01,3902.19,0,0
"2ZHFE1",2,"811","1KA1",0,3194,10416.13,0.0,0.0,0.01,10416.14,0,0
"2Z9Q91",31,"6Y1","13D1",20846,1867,8402.0,0.0,0.0,0.01,8402.01,21102,2123
