IDDOC,SP5177,SP5178,SP5227,SP5228,SP5229,SP5179,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916,SP212
"1VSJR","1","","2019-01-10","41E","2019-01-01","0",11734,1047,3664.5,0.0,0.0,0.01,3664.51,0,0,"0     0"
"1VSJT","1","","2019-01-01","41E","2019-01-01","0",8645,1376,4128.0,0.0,0.0,0.01,4128.01,0,0,"0     0"
"1VSJV","1","","2019-01-10","41E","2019-01-01","0",14072,1283,4490.5,0.0,0.0,0.01,4490.51,0,0,"0     0"
"1VSK3","1","","2019-01-06","41E","2019-01-01","0",43161,886,2826.34,0.0,100.0,0.01,2926.35,0,0,"0     0"
"1VSKG","1","","2019-01-01","41E","2019-01-01","0",50017,1228,2812.12,0.0,0.0,0.01,2812.13,0,0,"0     0"
"1W8ZS","1","","2019-01-01","41E","2019-01-01","0",64833,1280,3840.0,0.0,0.0,0.01,3840.01,0,0,"0     0"
"1W8ZV","1","","2019-01-01","41E","2019-01-01","0",5621,1162,3486.0,0.0,0.0,0.01,3486.01,0,0,"0     0"
"1W90O","1","новый счетчик 0-1004 (наш лицевой счет) плюс предоплата за февраль","2019-01-01","41E","2019-01-01","0",1004,0,4141.03,0.0,0.0,0.0,4141.03,0,0,"0     0"
"1W91S","1","","2019-01-01","41E","2019-01-01","0",40981,678,2034.0,0.0,0.0,0.01,2034.01,0,0,"0     0"
"1W91Z","1","1500 аренда свет","2019-01-01","41E","2019-01-01","0",50586,934,2802.0,0.0,1500.0,0.01,4302.01,0,0,"0     0"
"1W92B","1","","2019-01-01","41E","2019-01-01","0",10304,1164,3492.0,0.0,1000.0,0.01,4492.01,0,0,"0     0"
"1W91B","1","","2018-12-10","41E","2018-12-01","0",65058,845,1935.05,0.0,12.37,0.01,1947.43,0,0,"0     0"
"1W8RR","1","","2019-01-10","41E","2019-01-01","0",33385,1136,3521.6,0.0,150.0,0.01,3671.61,0,0,"0     0"
"1WDM7","1","500 грн -кабель","2019-01-31","41E","2019-01-01","0",3145,975,2925.0,0.0,500.0,0.01,3425.01,0,0,"0     0"
"1WDMI","1","аренда света 1500 грн","2019-01-25","41E","2019-01-01","0",29297,1253,2869.37,0.0,1500.0,0.01,4369.38,0,0,"0     0"
"1WDMW","1","","2019-01-28","41E","2019-01-01","0",15655,1009,2769.0,0.0,600.0,0.01,3369.01,0,0,"0     0"
"1WDNA","1","44,11 комиссия","2019-01-31","41E","2019-01-01","0",18528,1588,4382.88,0.0,44.11,0.01,4427.0,0,0,"0     0"
"1WDZS","1","","2019-01-30","41E","2019-02-12","0",27437,1169,3062.78,0.0,0.0,0.01,3062.79,0,0,"0     0"
"1WE0M","1","","2019-01-25","41E","2019-01-01","0",10165,1770,4053.3,0.0,0.0,0.01,4053.31,0,0,"0     0"
"1WE0Q","1","100 грн за мусор+10% потери+1% банк","2019-01-25","41E","2019-01-01","0",27597,1028,2703.64,0.0,400.35,0.01,3104.0,0,0,"0     0"
"1WE0S","1","300 грн уборка,57 грн вода, 480 тбо","2019-01-24","41E","2019-01-01","0",7831,1497,4191.6,0.0,837.0,0.01,5028.61,0,0,"0     0"
"1WHLB","1","142,02 потери-54кВт, 1583грн+20грн, превышение 22,7 на 100кВт,22,7*14,6=332*2,63=873 и 7000 грн предоплата","2019-01-31","41E","2019-01-01","0",19280,1405,3245.55,142.02,9925.42,0.01,13313.0,0,0,"0     0"
"1WHM1","1","","2019-01-31","41E","2019-01-01","0",13186,1220,3367.2,0.0,132.8,0.01,3500.01,0,0,"0     0"
"1VOAC","1","","2019-01-01","41E","2018-12-01","0",49400,936,2386.8,0.0,0.0,0.01,2386.81,0,0,"0     0"
"1VQ44","1","","2019-01-23","41E","2019-01-01","0",53519,1181,3543.0,0.0,1000.0,0.01,4543.01,0,0,"0     0"
"1VS8Q","1","1500 грн перелимит","2019-01-24","41E","2019-01-01","0",35814,966,2753.1,0.0,1500.0,0.01,4253.11,0,0,"0     0"
"1VSA1","1","","2019-01-20","41E","2019-01-01","0",68312,1213,3978.64,0.0,0.0,0.01,3978.65,0,0,"0     0"
"1VSAB","1","1500 грн перелим","2019-01-24","41E","2019-01-01","0",39443,1244,3545.4,0.0,1500.0,0.01,5045.41,0,0,"0     0"
"1VSAV","1","2146,96 грн = 657кВт по второму счетчику","2019-01-20","41E","2019-01-01","0",7345,1346,4361.04,0.0,2146.96,0.01,6508.01,0,0,"0     0"
"1VSC3","1","","2019-01-20","41E","2019-01-01","0",3369,1287,4221.36,273.64,0.0,0.01,4495.01,0,0,"0     0"
"1VSCA","1","","2019-01-15","41E","2019-01-01","0",85502,467,1167.5,0.0,0.0,0.01,1167.51,0,0,"0     0"
"1WVQ8","1","предоплата за январь была внесена в декабре. за январь не оплачиваем","2019-01-31","41E","2019-01-01","0",69090,870,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"1WVQF","1","","2019-01-31","41E","2019-02-26","0",0,0,3431.74,0.0,0.0,0.01,3431.75,0,0,"0     0"
"1W8TW","1","","2019-01-31","41E","2019-01-01","0",37318,1237,4329.5,0.0,400.0,0.01,4729.51,0,0,"0     0"
"1W8WZ","1","","2019-01-31","41E","2019-01-01","0",55964,1164,5511.54,0.0,0.45,0.01,5512.0,0,0,"0     0"
"1W8Z2","1","17грн потери,1000 грн аренда свет, комиссия 28,31 грн","2019-01-31","41E","2019-01-01","0",39134,1070,2814.1,17.0,1028.31,0.01,3859.42,0,0,"0     0"
"1VSK7","1","330 грн мусор, 30 грн вода,618,95 налог на землю","2019-01-15","41E","2019-01-01","0",45188,1086,3236.28,256.48,978.3,0.01,4471.07,0,0,"0     0"
"1W8ZQ","1","","2019-01-31","41E","2019-01-01","0",22381,788,1938.48,0.0,0.0,0.01,1938.49,0,0,"0     0"
"1WUPM","1","","2019-01-31","41E","2019-01-01","0",17734,1093,2984.98,111.97,1030.97,0.01,4127.93,0,0,"0     0"
"1W8ZZ","1","","2019-01-17","41E","2019-01-01","0",109545,1339,3510.72,0.0,10.62,0.01,3521.35,0,0,"0     0"
"1WG7D","1","","2019-01-15","41E","2019-01-01","0",11653,828,2732.4,0.0,0.0,0.01,2732.41,0,0,"0     0"
"1WG7N","1","39,39 грн комиссия банка","2019-01-31","41E","2019-01-01","0",50067,908,2542.4,0.0,39.39,0.01,2581.8,0,0,"0     0"
"1WG7V","1","39,39 грн комиссия банка","2019-01-31","41E","2019-01-01","0",50236,879,2461.2,0.0,39.39,0.01,2500.6,0,0,"0     0"
"1VSKS","1","","2019-01-21","41E","2019-01-01","0",945,945,2608.2,0.0,0.0,0.01,2608.21,0,0,"0     0"
"1WG87","1","39,39 грн комиссия банка","2019-01-31","41E","2019-01-01","0",46444,1027,2875.6,0.0,39.39,0.01,2915.0,0,0,"0     0"
"1WG8D","1","","2019-01-31","41E","2019-01-01","0",156423,1105,2784.6,0.0,0.0,0.01,2784.61,0,0,"0     0"
"1VSKU","1","","2019-01-21","41E","2019-01-01","0",733,733,1715.22,0.0,0.0,0.01,1715.23,0,0,"0     0"
"1WG8I","1","","2019-01-31","41E","2019-01-01","0",50030,1566,3993.3,0.0,0.0,0.01,3993.31,0,0,"0     0"
"1WG8N","1","","2019-01-31","41E","2019-01-01","0",107251,1283,3271.65,0.0,0.0,0.01,3271.66,0,0,"0     0"
"1W90X","1","2760 грн предоплата за февраль, плановое потребление 1000 Квт","2019-01-23","41E","2019-01-01","0",16190,746,2760.0,0.0,0.0,0.01,2760.01,0,0,"0     0"
"1W91K","1","","2019-01-31","41E","2019-01-01","0",36536,1109,2916.67,0.0,0.0,0.01,2916.68,0,0,"0     0"
"1W91Q","1","2000 грн аренда свет за декабрь и январь по 1000 грн","2019-01-25","41E","2019-01-01","0",39907,998,2495.0,0.0,2000.0,0.01,4495.01,0,0,"0     0"
"1W92F","1","","2019-01-31","41E","2019-01-01","0",58971,1243,3965.17,0.0,0.0,0.01,3965.18,0,0,"0     0"
"1WUY4","1","","2019-01-31","41E","2019-01-01","0",59846,1041,2914.8,0.0,0.0,0.01,2914.81,0,0,"0     0"
"1WUYC","1","","2019-01-03","41E","2019-01-01","0",29679,837,2000.0,0.0,1000.0,0.01,3000.01,0,0,"0     0"
"1W937","1","","2019-01-31","41E","2019-01-01","0",31664,1222,4301.44,543.55,0.0,0.01,4845.0,0,0,"0     0"
"1WAGN","1","","2019-02-15","41E","2019-01-01","0",66316,1258,3308.33,0.0,0.0,0.01,3308.34,0,0,"0     0"
"1WAGS","1","1000 грн аренда свет","2019-01-31","41E","2019-01-01","0",20572,1281,3676.47,0.0,1000.0,0.01,4676.48,0,0,"0     0"
"1WAGZ","1","","2019-01-28","41E","2019-01-01","0",11664,906,3080.4,1.59,500.0,0.01,3582.0,0,0,"0     0"
"1WAIG","1","","2019-01-30","41E","2019-01-01","0",61853,1143,3749.04,0.0,1000.0,0.01,4749.05,0,0,"0     0"
"1WAIN","1","","2019-01-17","41E","2019-01-01","0",41673,814,2564.1,273.5,0.0,0.01,2837.61,0,0,"0     0"
"1WAIV","1","новый счетчик 1497-0000=1497 кВт итого 1497+1053кВт*2,53=6451.5 грн","2019-01-31","41E","2019-01-01","0",29302,1053,2664.09,0.0,3787.4,0.01,6451.5,0,0,"0     0"
"1WAJ3","1","300 грн охрана,70-смс, 25 комиссия банка, 419,08 - ндс","2019-01-31","41E","2019-01-01","0",53280,841,2094.09,0.0,815.83,0.01,2909.93,0,0,"0     0"
"1WWNM","1","","2019-02-01","41E","2019-02-01","0",29082,1645,4309.9,0.0,0.0,0.01,4309.91,0,0,"0     0"
"1WWNS","1","","2019-02-14","41E","2019-02-01","0",27815,1034,3309.0,0.0,0.0,0.01,3309.01,0,0,"0     0"
"1WWNU","1","","2019-02-10","41E","2019-02-01","0",12919,1185,4147.5,0.0,0.0,0.01,4147.51,0,0,"0     0"
"1WWNZ","1","","2019-02-01","41E","2019-02-01","0",10287,1642,4926.0,0.0,0.0,0.01,4926.01,0,0,"0     0"
"1WWO9","1","","2019-02-10","41E","2019-02-01","0",15043,971,3398.5,0.0,0.0,0.01,3398.51,0,0,"0     0"
"1WWOH","1","","2019-02-01","41E","2019-02-01","0",23694,1542,5011.5,0.0,768.5,0.01,5780.01,0,0,"0     0"
"1XC0L","1","1500 грн аренда свет","2019-02-01","41E","2019-02-01","0",63178,1183,2862.86,0.0,1500.0,0.01,4362.87,0,0,"0     0"
"1XC0P","1","","2019-02-01","41E","2019-02-01","0",51165,1148,2628.92,0.0,0.0,0.01,2628.93,0,0,"0     0"
"1XLD6","1","20 грн комиссия банка","2019-02-01","41E","2019-02-01","0",0,751,2313.08,0.0,20.0,0.01,2333.09,0,0,"0     0"
"1WVQI","1","","2019-02-10","41E","2019-02-01","0",34622,1237,4453.2,0.0,150.0,0.01,4603.21,0,0,"0     0"
"1WVQP","1","","2019-02-01","41E","2019-02-01","0",84994,677,2437.2,0.0,0.0,0.01,2437.21,0,0,"0     0"
"1WVQR","1","","2019-02-01","41E","2019-02-01","0",41145,1463,4389.0,0.0,0.0,0.01,4389.01,0,0,"0     0"
"1WVQT","1","","2019-02-10","41E","2019-02-01","0",34938,662,2250.8,0.0,0.0,0.01,2250.81,0,0,"0     0"
"1WVQV","1","","2019-02-01","41E","2019-02-01","0",22132,807,2421.0,0.0,0.0,0.01,2421.01,0,0,"0     0"
"1WVQX","1","","2019-02-15","41E","2019-02-01","0",23270,889,2186.94,0.0,0.0,0.01,2186.95,0,0,"0     0"
"1WVQZ","1","","2019-02-01","41E","2019-02-01","0",6831,1210,3630.0,0.0,0.0,0.01,3630.01,0,0,"0     0"
"1WVR3","1","","2019-02-01","41E","2019-02-01","0",66238,1405,4215.0,0.0,0.0,0.01,4215.01,0,0,"0     0"
"1WVR6","1","","2019-02-01","41E","2019-02-01","0",2262,1258,3308.0,0.0,0.0,0.01,3308.01,0,0,"0     0"
"1WVR8","1","1000 грн - оплата за аренду света","2019-02-01","41E","2019-02-01","0",11455,1151,3220.0,0.0,1000.0,0.01,4220.01,0,0,"0     0"
"1WVRB","1","","2019-02-01","41E","2019-02-01","0",40730,1287,3667.95,0.0,700.0,0.01,4367.96,0,0,"0     0"
"1WVRL","1","","2019-02-01","41E","2019-02-01","0",41654,673,2019.0,0.0,134.0,0.01,2153.01,0,0,"0     0"
"1WVUD","1","","2019-02-01","41E","2019-02-01","0",51558,972,2916.0,0.0,1082.0,0.01,3998.01,0,0,"0     0"
"1XJME","1","потребление 1100 кВт в мес*2,76грн\кВт постоянная","2019-02-01","41E","2019-02-01","0",0,1100,3036.0,0.0,0.0,0.01,3036.01,0,0,"0     0"
"1Y0HG","1","","2019-02-10","41E","2019-03-01","0",8596,2279,6289.31,483.69,0.0,0.01,6773.01,0,0,"0     0"
"1XKIH","1","267,27 грн банковские услуги за оплату Орбита, ПЗТО, Литмаш, Химзавод,, ОСББ","2019-02-01","41E","2019-02-01","0",122989,756,2192.4,0.0,267.27,0.01,2459.68,0,0,"0     0"
"1XDP3","1","1186,59 предоплата за апрель","2019-02-17","41E","2019-02-01","0",16891,701,1934.76,0.0,1212.93,0.01,3147.7,0,0,"0     0"
"1XKIN","1","","2019-02-01","41E","2019-02-01","0",22593,929,2694.1,269.5,0.0,0.01,2963.61,0,0,"0     0"
"1XKIP","1","","2019-02-01","41E","2019-02-01","0",38591,818,2454.0,0.0,0.0,0.01,2454.01,0,0,"0     0"
"1XDPN","1","411,28 грн пдв, потери 6,87 грн+208,97грн","2019-02-01","41E","2019-02-01","0",85391,895,2049.55,627.25,0.0,0.01,2676.81,0,0,"0     0"
"1XDPQ","1","","2019-02-01","41E","2019-02-01","0",40142,768,2956.8,0.0,0.0,0.01,2956.81,0,0,"0     0"
"1XDPU","1","","2019-02-01","41E","2019-02-01","0",21500,1000,2775.0,0.0,0.0,0.01,2775.01,0,0,"0     0"
"1XKIU","1","","2019-02-01","41E","2019-02-01","0",36344,960,2784.0,278.4,0.0,0.01,3062.41,0,0,"0     0"
"1XDPY","1","","2019-02-01","41E","2019-03-13","0",70480,1138,3049.84,0.0,0.0,0.01,3049.85,0,0,"0     0"
"1XKIW","1","","2019-02-01","41E","2019-02-01","0",17504,1099,3187.1,318.6,0.0,0.01,3505.71,0,0,"0     0"
"1XDQ0","1","1497,76 грн предоплата на март","2019-02-01","41E","2019-02-01","0",0,1174,3240.24,0.0,1497.76,0.01,4738.01,0,0,"0     0"
"1XDQ1","1","","2019-02-01","41E","2019-02-01","0",0,0,1303.0,0.0,0.0,0.0,1303.0,0,0,"0     0"
"1XDQ7","1","","2019-02-01","41E","2019-02-01","0",1719,986,2652.34,0.0,8.0,0.01,2660.35,0,0,"0     0"
"1Y0I8","1","","2019-02-01","41E","2019-03-01","0",0,1300,1814.0,0.0,0.0,0.01,1814.01,0,0,"0     0"
"1XDSK","1","","2019-02-10","41E","2019-02-01","0",44667,736,2347.84,0.0,114.15,0.01,2462.0,0,0,"0     0"
"1X7NN","1","","2019-02-10","41E","2019-02-01","0",67958,1642,4531.92,0.0,0.0,0.01,4531.93,0,0,"0     0"
"1WVQM","1","","2019-02-15","41E","2019-02-01","0",36820,1006,2867.1,0.0,700.0,0.01,3567.11,0,0,"0     0"
"1WUXO","1","","2019-02-25","41E","2019-02-01","0",0,1200,4200.0,0.0,0.0,0.01,4200.01,0,0,"0     0"
"1WUXP","1","","2019-02-25","41E","2019-02-01","0",0,1000,3500.0,0.0,0.0,0.01,3500.01,0,0,"0     0"
"1XDBR","1","1000 грн аренда свет,24,77 комиссия","2019-02-28","41E","2019-02-01","0",18606,872,2381.43,95.59,1024.77,0.01,3501.8,0,0,"0     0"
"1XDC8","1","","2019-02-28","41E","2019-02-01","0",47095,651,1822.8,0.0,29.56,0.01,1852.37,0,0,"0     0"
"1WWNI","1","","2019-02-18","41E","2019-02-01","0",17748,691,2280.3,165.0,349.0,0.01,2794.31,0,0,"0     0"
"1WWNQ","1","89 грн -банк, 300 грн - за услугу подключения","2019-02-18","41E","2019-02-01","0",39363,1254,4138.2,330.0,389.0,0.01,4857.21,0,0,"0     0"
"1WWON","1","","2019-02-15","41E","2019-02-01","0",0,1360,3500.0,0.0,0.0,0.01,3500.01,0,0,"0     0"
"1XDDH","1","100 грн мусор, 1% банк, 10% потери","2019-02-25","41E","2019-02-01","0",28450,853,2243.39,348.61,0.0,0.01,2592.01,0,0,"0     0"
"1XDDJ","1","","2019-02-25","41E","2019-02-01","0",9554,1723,4996.7,0.0,846.0,0.01,5842.71,0,0,"0     0"
"1XC0R","1","1000 грн услуга подключения","2019-02-28","41E","2019-02-01","0",24353,964,2892.0,0.0,1000.0,0.01,3892.01,0,0,"0     0"
"1XC0Z","1","29,56 грн комиссия банка","2019-02-28","41E","2019-02-01","0",50868,801,2242.8,0.0,29.56,0.01,2272.37,0,0,"0     0"
"1XC12","1","","2019-02-28","41E","2019-02-01","0",50896,660,1848.0,0.0,29.56,0.01,1877.57,0,0,"0     0"
"1XLBU","1","","2019-02-28","41E","2019-02-01","0",11855,1216,3321.68,0.0,2122.33,0.01,5444.02,0,0,"0     0"
"1X00P","1","","2019-02-28","41E","2019-02-01","0",38391,1073,3755.5,0.0,400.0,0.01,4155.51,0,0,"0     0"
"1X00R","1","","2019-02-20","41E","2019-02-01","0",69447,1135,3722.8,493.5,0.0,0.01,4216.31,0,0,"0     0"
"1XN33","1","потребление 624кВт*2,62=1634,88+потери 56,2квт*2,62=147,24; услуги з перетікання ел-гії 1124*0,226=254,02;вода 45грн, мусор 105","2019-02-20","41E","2019-02-01","0",0,624,1634.88,147.0,2500.46,0.01,4282.35,0,0,"0     0"
"1XLD9","1","","2019-02-28","41E","2019-02-01","0",0,771,2073.0,0.0,0.0,0.01,2073.01,0,0,"0     0"
"1YL2V","1","была предопалата 2163 грн в январе. потребили 932 кВт=2545.46грн-2163.10=382.36","2019-02-28","41E","2019-03-01","0",0,932,382.35,0.0,0.0,0.01,382.36,0,0,"0     0"
"1WVRE","1","100 грн мусор, 1%банк, 10%потери","2019-02-25","41E","2019-02-01","0",37411,875,2301.25,241.0,114.75,0.01,2657.01,0,0,"0     0"
"1WVRH","1","4000 грн предоплата за март","2019-02-20","41E","2019-02-01","0",4703,1334,4375.52,194.48,4000.0,0.01,8570.01,0,0,"0     0"
"1WVRJ","1","1000 грн - заподключение света","2019-02-25","41E","2019-02-01","0",40893,986,2662.2,0.0,1000.0,0.01,3662.21,0,0,"0     0"
"1WVRN","1","1000 грн - за подключение света","2019-02-25","41E","2019-02-01","0",54822,1303,3909.0,0.0,1000.0,0.01,4909.01,0,0,"0     0"
"1WVUB","1","","2019-02-25","41E","2019-02-01","0",24517,918,3029.4,0.0,0.0,0.01,3029.41,0,0,"0     0"
"1WVUQ","1","","2019-02-28","41E","2019-02-01","0",12620,967,3191.1,0.0,0.0,0.01,3191.11,0,0,"0     0"
"1XB22","1","","2019-02-28","41E","2019-02-01","0",0,0,3500.0,0.0,0.0,0.0,3500.0,0,0,"0     0"
"1XB2I","1","","2019-02-18","41E","2019-02-01","0",50150,1244,4105.2,0.0,0.0,0.01,4105.21,0,0,"0     0"
"1XB2N","1","","2019-02-28","41E","2019-02-01","0",14616,1376,4128.0,0.0,0.0,0.01,4128.01,0,0,"0     0"
"1XB2P","1","","2019-02-28","41E","2019-02-01","0",47638,1105,3315.0,0.0,0.0,0.01,3315.01,0,0,"0     0"
"1XB2T","1","","2019-02-18","41E","2019-02-01","0",42458,785,2472.75,263.76,0.0,0.01,2736.52,0,0,"0     0"
"1WVUW","1","","2019-02-25","41E","2019-02-01","0",87070,1568,4437.44,0.0,0.0,0.01,4437.45,0,0,"0     0"
"1WVV0","1","600 грн заподключение света","2019-02-24","41E","2019-02-01","0",16490,835,2338.0,0.0,600.0,0.01,2938.01,0,0,"0     0"
"1XGLM","1","","2019-02-28","41E","2019-02-01","0",60496,650,1820.0,0.0,0.0,0.01,1820.01,0,0,"0     0"
"1XGLT","1","","2019-02-28","41E","2019-02-01","0",0,0,3972.0,0.0,0.0,0.0,3972.0,0,0,"0     0"
"1XJM6","1","1000 грн - аренда свет","2019-02-20","41E","2019-02-01","0",0,1812,5798.0,0.0,1000.0,0.01,6798.01,0,0,"0     0"
"1Y0HC","1","2892,82 грн -предоплата май за 1100 кВт - плановое потребление","2019-02-25","41E","2019-03-01","0",110117,572,1499.73,4.53,2892.82,0.01,4397.09,0,0,"0     0"
"1XJNZ","1","","2019-02-28","41E","2019-02-01","0",0,948,2616.48,0.0,0.0,0.01,2616.49,0,0,"0     0"
"1Y0IC","1","(1348кВт+12,1% потери)*2,74=4251 грн","2019-02-28","41E","2019-03-01","0",70292,1348,3262.16,0.0,988.89,0.01,4251.06,0,0,"0     0"
"1X7ND","1","","2019-02-28","41E","2019-02-01","0",56695,731,3135.99,0.0,0.0,0.01,3136.0,0,0,"0     0"
"1X7NI","1","1000 грн аренда сетей, 17 - потери, 22,11 грн - комиссия банка","2019-02-28","41E","2019-02-01","0",39962,828,2194.2,0.0,1039.11,0.01,3233.32,0,0,"0     0"
"1X7NQ","1","","2019-02-28","41E","2019-02-01","0",32552,888,3125.76,383.24,0.0,0.01,3509.01,0,0,"0     0"
"1X7NV","1","","2019-02-28","41E","2019-02-01","0",59790,819,2612.61,0.0,0.0,0.01,2612.62,0,0,"0     0"
"1X7P4","1","","2019-02-28","41E","2019-02-01","0",21233,540,1728.0,0.0,0.0,0.01,1728.01,0,0,"0     0"
"1X7P9","1","500 аренда сетей","2019-02-28","41E","2019-02-01","0",12343,744,2529.6,0.0,500.0,0.01,3029.61,0,0,"0     0"
"1X7PH","1","","2019-02-28","41E","2019-02-01","0",62620,767,2912.84,0.0,0.0,0.01,2912.85,0,0,"0     0"
"1X7PT","1","","2019-02-28","41E","2019-02-01","0",20413,1133,2979.79,0.0,1666.0,0.01,4645.8,0,0,"0     0"
"1X7PV","1","","2019-02-28","41E","2019-02-01","0",3230,1733,4384.49,0.0,0.0,0.01,4384.5,0,0,"0     0"
"1X7SV","1","","2019-02-28","41E","2019-02-01","0",38067,868,2343.6,258.4,0.0,0.01,2602.01,0,0,"0     0"
"1X7T1","1","500 грн аренда сетей","2019-02-28","41E","2019-02-01","0",3866,721,2163.0,0.0,500.0,0.01,2663.01,0,0,"0     0"
"1X7TD","1","1500 грн аренда сетей","2019-02-25","41E","2019-02-01","0",30457,1160,2656.4,0.0,1500.0,0.01,4156.41,0,0,"0     0"
"1X7TI","1","","2019-02-28","41E","2019-02-01","0",20179,1651,4556.76,45.5,0.0,0.01,4602.27,0,0,"0     0"
"1X7U0","1","330 грн - мусор, 618.95 - возмещ.налога на землю, 30 грн - вода","2019-02-28","41E","2019-02-01","0",46261,1073,3379.95,236.25,978.95,0.01,4595.16,0,0,"0     0"
"1Y4ZH","1","360,73 грн -ПДВ, план 1500квт предоплата 1968,05 грн","2019-03-01","41E","2019-03-01","0",3085,823,1803.62,0.0,2328.78,0.01,4132.41,0,0,"0     0"
"1Y4ZN","1","","2019-03-01","41E","2019-03-01","0",12323,868,2430.4,0.0,0.0,0.01,2430.41,0,0,"0     0"
"1Y50U","1","","2019-03-17","41E","2019-03-01","0",17582,691,1907.16,0.0,0.0,0.01,1907.17,0,0,"0     0"
"1Y50Y","1","407,29 грн - ПДВ","2019-03-10","41E","2019-03-01","0",68888,930,2038.1,0.0,407.29,0.01,2445.4,0,0,"0     0"
"1Y571","1","","2019-03-01","41E","2019-03-01","0",42198,544,1904.0,0.0,0.0,0.01,1904.01,0,0,"0     0"
"1Y57T","1","","2019-03-01","41E","2019-03-01","0",24889,372,1171.8,0.0,0.0,0.01,1171.81,0,0,"0     0"
"1Y3TU","1","126 грн вода+76 грн мусор = 202 грн+1411 грн за февраль","2019-03-01","41E","2019-03-01","0",65356,1666,4581.5,0.0,1613.49,0.01,6195.0,0,0,"0     0"
"1Y3TY","1","","2019-03-01","41E","2019-03-01","0",47177,916,2385.0,0.0,1208.0,0.01,3593.01,0,0,"0     0"
"1Y3U8","1","1459квт *2.67гривен = 3895гривен+245гривен в предоплату +1500 аренда = 5640 гривен.","2019-03-01","41E","2019-03-01","0",64637,1459,3895.53,0.0,1745.0,0.01,5640.54,0,0,"0     0"
"1Y3UK","1","","2019-03-01","41E","2019-03-01","0",25057,1363,4429.75,0.0,680.25,0.01,5110.01,0,0,"0     0"
"1Y3UU","1","","2019-03-01","41E","2019-03-01","0",15997,954,3339.0,0.0,0.0,0.01,3339.01,0,0,"0     0"
"1Y3UW","1","","2019-03-01","41E","2019-03-01","0",11799,1512,4536.0,0.0,0.0,0.01,4536.01,0,0,"0     0"
"1Y3UZ","1","","2019-03-01","41E","2019-03-01","0",13871,952,3332.0,0.0,0.0,0.01,3332.01,0,0,"0     0"
"1Y3VR","1","","2019-03-11","41E","2019-03-01","0",28604,789,930.0,0.0,0.0,0.01,930.01,0,0,"0     0"
"1YQBC","1","","2019-03-01","41E","2019-03-01","0",10543,763,2403.0,0.0,0.0,0.01,2403.01,0,0,"0     0"
"1YC9U","1","","2019-03-10","41E","2019-03-01","0",11820,1542,4255.92,188.37,0.0,0.01,4444.3,0,0,"0     0"
"1YIL4","1","","2019-03-01","41E","2019-03-01","0",59381,6954,6218.0,0.0,40.0,0.01,6258.01,0,0,"0     0"
"1YF6P","1","","2019-03-01","41E","2019-03-01","0",41115,973,3746.05,0.0,0.0,0.01,3746.06,0,0,"0     0"
